/* DATA DESCRIPTION:
Citation:	Herbert, Timothy D; Lawrence, Kira T; Tzanova, Alexandrina; Peterson, Laura C; Caballero-Gill, Rocio P; Kelly, Christopher S (2018): (Table S2) SST estimates as a function of age, ODP Site 162-982 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.885578, 
	In supplement to: Herbert, TD et al. (2016): Late Miocene global cooling and the rise of modern ecosystems. Nature Geoscience, 9(11), 843-847, https://doi.org/10.1038/ngeo2813
Related to:	Drury, Anna Joy; Westerhold, Thomas; Hodell, David A; Röhl, Ursula (2018): Reinforcing the North Atlantic backbone: revision and extension of the composite splice at ODP Site 982. Climate of the Past, 14(3), 321-338, https://doi.org/10.5194/cp-14-321-2018
	Lawrence, Kira T; Herbert, Timothy D; Brown, Catherine M; Raymo, Maureen E; Haywood, Alan M (2009): High-amplitude variations in North Atlantic sea surface temperature during the early Pliocene warm period. Paleoceanography, 24(2), https://doi.org/10.1029/2008PA001669
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Coverage:	MEDIAN LATITUDE: 57.512675 * MEDIAN LONGITUDE: -15.854175 * SOUTH-BOUND LATITUDE: 57.500000 * WEST-BOUND LONGITUDE: -15.866700 * NORTH-BOUND LATITUDE: 57.517000 * EAST-BOUND LONGITUDE: -15.850000
	DATE/TIME START: 1995-07-15T18:15:00 * DATE/TIME END: 1995-07-19T21:12:00
	MINIMUM DEPTH, sediment/rock: 0.000 m * MAXIMUM DEPTH, sediment/rock: 524.560 m
Event(s):	162-982A * LATITUDE: 57.500000 * LONGITUDE: -15.866700 * DATE/TIME START: 1995-07-15T18:15:00 * DATE/TIME END: 1995-07-16T12:00:00 * ELEVATION: -1135.0 m * Penetration: 248.7 m * Recovery: 253.23 m * LOCATION: North Atlantic Ocean * CAMPAIGN: Leg162 (URI: https://doi.org/10.2973/odp.proc.ir.162.1996) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 27 cores; 248.7 m cored; 0 m drilled; 101.8 % recovery
	162-982B * LATITUDE: 57.516700 * LONGITUDE: -15.850000 * DATE/TIME START: 1995-07-16T12:00:00 * DATE/TIME END: 1995-07-19T02:25:00 * ELEVATION: -1134.0 m * Penetration: 614.9 m * Recovery: 488.5 m * LOCATION: North Atlantic Ocean * CAMPAIGN: Leg162 (URI: https://doi.org/10.2973/odp.proc.ir.162.1996) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 65 cores; 614.9 m cored; 0 m drilled; 79.4 % recovery
	162-982C * LATITUDE: 57.517000 * LONGITUDE: -15.850000 * DATE/TIME START: 1995-07-19T02:25:00 * DATE/TIME END: 1995-07-19T16:10:00 * ELEVATION: -1134.0 m * Penetration: 250.8 m * Recovery: 256.49 m * LOCATION: North Atlantic Ocean * CAMPAIGN: Leg162 (URI: https://doi.org/10.2973/odp.proc.ir.162.1996) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 27 cores; 250.8 m cored; 0 m drilled; 102.3 % recovery
	162-982D * LATITUDE: 57.517000 * LONGITUDE: -15.850000 * DATE/TIME START: 1995-07-19T16:10:00 * DATE/TIME END: 1995-07-19T21:12:00 * ELEVATION: -1134.0 m * Penetration: 29.5 m * Recovery: 9.78 m * LOCATION: North Atlantic Ocean * CAMPAIGN: Leg162 (URI: https://doi.org/10.2973/odp.proc.ir.162.1996) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 1 core; 9.5 m cored; 0 m drilled; 102.9 % recovery
Comment:	Age model revised 10/26/2017 to follow new composite by Drury et al., 2017. Alkenone data to 99.66 mcd from Lawrence et al. (2009), below 99.66 mcd: this work.
Parameter(s):	Event label (Event) * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu)
	Sample code/label (Sample label) * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu) * COMMENT: mbsf
	Depth, composite [mcd] (Depth comp) * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu) * COMMENT: shipboard
	Depth, composite [mcd] (Depth comp) * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu) * COMMENT: Drury et al. (2017)
	AGE [ka BP] (Age) * GEOCODE * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu)
	Age, uncertainty [±] (Age unc) * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu)
	Alkenone, unsaturation index UK'37 (UK'37) * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu)
	Sea surface temperature, annual mean [°C] (SST (1-12)) * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu) * METHOD/DEVICE: Calculated from UK'37 (Prahl and Wakeham, 1987) (URI: https://doi.org/10.1038/330367a0)
	Sea surface temperature, annual mean [°C] (SST (1-12)) * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu) * METHOD/DEVICE: Calculated from UK'37 (Müller et al, 1998) (URI: https://doi.org/10.1016/S0016-7037(98)00097-0)
	Sea surface temperature, annual mean [°C] (SST (1-12)) * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu) * METHOD/DEVICE: extracted from the World Ocean Atlas 1998 (Levitus et al., 1998) (URI: https://en.wikipedia.org/wiki/World_Ocean_Atlas) * COMMENT: modern
	Sea surface temperature, anomaly [°C] (SST anomaly) * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu) * COMMENT: relative to Modern
	Sea surface temperature, anomaly [°C] (SST anomaly) * PI: Herbert, Timothy D (https://orcid.org/0000-0003-1556-4290, Timothy_Herbert@brown.edu) * COMMENT: relative to Modern Corrected for plate motion
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	11090 data points
*/
Event	Sample label (DSDP/ODP/IODP sample designation)	Depth sed [m] (mbsf)	Depth comp [mcd] (shipboard)	Depth comp [mcd] (Drury et al. (2017))	Age [ka BP]	Age unc [±]	UK'37	SST (1-12) [°C] (Calculated from UK'37 (Prahl ...)	SST (1-12) [°C] (Calculated from UK'37 (Müller...)	SST (1-12) [°C] (modern, extracted from the Wo...)	SST anomaly [°C] (relative to Modern)	SST anomaly [°C] (relative to Modern Corrected ...)
162-982A	162-982A-1H-1,0-2	0.000	0.000	0.000	0.1	5.00	0.493	13.35	13.61	10.8	2.72	2.76
162-982A	162-982A-1H-1,7.5-9.5	0.075	0.075	0.075	0.9	5.00	0.475	12.82	13.06		2.41	2.46
162-982A	162-982A-1H-1,15-17	0.150	0.150	0.150	2.0	5.00	0.512	13.91	14.18		3.32	3.37
162-982A	162-982A-1H-1,22.5-24.5	0.225	0.225	0.225	3.2	5.00	0.523	14.24	14.52		3.62	3.67
162-982A	162-982A-1H-1,37.5-39.5	0.375	0.375	0.375	5.5	5.00	0.503	13.65	13.91		3.02	3.06
162-982A	162-982A-1H-1,45-47	0.450	0.450	0.450	6.9	5.00	0.526	14.32	14.61		3.93	3.97
162-982A	162-982A-1H-1,52.5-54.5	0.525	0.525	0.525	8.5	5.00	0.545	14.88	15.18		4.53	4.58
162-982A	162-982A-1H-1,60-62	0.600	0.600	0.600	10.4	5.00	0.548	14.97	15.27		4.53	4.58
162-982A	162-982A-1H-1,67.5-69.5	0.675	0.675	0.675	12.3	5.00	0.467	12.59	12.82		2.11	2.15
162-982A	162-982A-1H-1,75-77	0.750	0.750	0.750	14.6	5.00	0.464	12.50	12.73		1.81	1.85
162-982A	162-982A-1H-1,82.5-84.5	0.825	0.825	0.825	17.2	5.00	0.509	13.82	14.09		3.32	3.37
162-982A	162-982A-1H-1,90-92	0.900	0.900	0.900	20.5	5.00	0.477	12.88	13.12		2.41	2.46
162-982A	162-982A-1H-1,97.5-99.5	0.975	0.975	0.975	23.8	5.00	0.514	13.97	14.24		3.62	3.67
162-982A	162-982A-1H-1,105-107	1.050	1.050	1.050	27.2	5.00	0.475	12.82	13.06		2.11	2.15
162-982A	162-982A-1H-1,112.5-114.5	1.125	1.125	1.125	30.7	5.00	0.423	11.29	11.48		0.59	0.64
162-982A	162-982A-1H-1,120-122	1.200	1.200	1.200	34.3	5.00	0.365	9.59	9.73		-0.92	-0.88
162-982A	162-982A-1H-1,127.5-129.5	1.275	1.275	1.275	38.0	5.00	0.345	9.00	9.12		-1.53	-1.48
162-982A	162-982A-1H-1,135-137	1.350	1.350	1.350	41.6	5.00	0.375	9.88	10.03		-0.62	-0.57
162-982A	162-982A-1H-1,142.5-144.5	1.425	1.425	1.425	45.3	5.00	0.441	11.82	12.03		1.20	1.24
162-982A	162-982A-1H-2,0-2	1.500	1.500	1.500	48.9	5.00	0.360	9.44	9.58		-1.22	-1.18
162-982A	162-982A-1H-2,7.5-9.5	1.575	1.575	1.575	52.6	5.00	0.359	9.41	9.55		-1.22	-1.18
162-982A	162-982A-1H-2,15-17	1.650	1.650	1.650	56.2	5.00	0.335	8.71	8.82		-2.13	-2.09
162-982A	162-982A-1H-2,22.5-24.5	1.725	1.725	1.725	60.1	5.00	0.360	9.44	9.58		-1.53	-1.48
162-982A	162-982A-1H-2,30-32	1.800	1.800	1.800	64.6	5.00	0.440	11.79	12.00		1.20	1.24
162-982A	162-982A-1H-2,37.5-39.5	1.875	1.875	1.875	69.3	5.00	0.424	11.32	11.52		0.59	0.64
162-982A	162-982A-1H-2,45-47	1.950	1.950	1.950	74.2	5.00	0.480	12.97	13.21		2.41	2.46
162-982A	162-982A-1H-2,52.5-54.5	2.025	2.025	2.025	79.1	5.00	0.495	13.41	13.67		2.72	2.76
162-982A	162-982A-1H-2,60-62	2.100	2.100	2.100	83.9	5.00	0.490	13.26	13.52		2.72	2.76
162-982A	162-982A-1H-2,67.5-69.5	2.175	2.175	2.175	88.8	5.00	0.443	11.88	12.09		1.20	1.24
162-982A	162-982A-1H-2,75-77	2.250	2.250	2.250	93.0	5.00	0.459	12.35	12.58		1.81	1.85
162-982A	162-982A-1H-2,82.5-84.5	2.325	2.325	2.325	96.8	5.00	0.470	12.68	12.91		2.11	2.15
162-982A	162-982A-1H-2,90-92	2.400	2.400	2.400	100.5	5.00	0.480	12.97	13.21		2.41	2.46
162-982A	162-982A-1H-2,97.5-99.5	2.475	2.475	2.475	104.1	5.00	0.589	16.18	16.52		5.75	5.79
162-982A	162-982A-1H-2,105-107	2.550	2.550	2.550	107.8	5.00	0.536	14.62	14.91		4.23	4.27
162-982A	162-982A-1H-2,112.5-114.5	2.625	2.625	2.625	111.5	5.00	0.389	10.29	10.45		-0.32	-0.27
162-982A	162-982A-1H-2,120-122	2.700	2.700	2.700	115.4	5.00	0.591	16.24	16.58		5.75	5.79
162-982A	162-982A-1H-2,127.5-129.5	2.775	2.775	2.775	119.3	5.00	0.583	16.00	16.33		5.44	5.49
162-982A	162-982A-1H-2,135-137	2.850	2.850	2.850	123.2	5.00	0.536	14.62	14.91		4.23	4.27
162-982A	162-982A-1H-2,142.5-144.5	2.925	2.925	2.925	128.0	5.00	0.492	13.32	13.58		2.72	2.76
162-982A	162-982A-1H-3,0-2	3.000	3.000	3.000	135.1	5.00	0.521	14.18	14.45		3.62	3.67
162-982A	162-982A-1H-3,7.5-9.5	3.075	3.075	3.075	142.4	5.00	0.427	11.41	11.61		0.90	0.94
162-982A	162-982A-1H-3,15-17	3.150	3.150	3.150	149.7	5.00	0.378	9.97	10.12		-0.62	-0.58
162-982A	162-982A-1H-3,22.5-24.5	3.225	3.225	3.225	157.0	5.00	0.480	12.97	13.21		2.41	2.45
162-982A	162-982A-1H-3,30-32	3.300	3.300	3.300	163.9	5.00	0.427	11.41	11.61		0.90	0.94
162-982A	162-982A-1H-3,37.5-39.5	3.375	3.375	3.375	169.2	5.00	0.423	11.29	11.48		0.59	0.64
162-982A	162-982A-1H-3,45-47	3.450	3.450	3.450	173.7	5.00	0.423	11.29	11.48		0.59	0.64
162-982A	162-982A-1H-3,52.5-54.5	3.525	3.525	3.525	178.1	5.00	0.506	13.74	14.00		3.32	3.36
162-982A	162-982A-1H-3,60-62	3.600	3.600	3.600	182.2	5.00	0.434	11.62	11.82		0.90	0.94
162-982A	162-982A-1H-3,67.5-69.5	3.675	3.675	3.675	185.9	5.00	0.451	12.12	12.33		1.50	1.55
162-982A	162-982A-1H-3,75-77	3.750	3.750	3.750	189.5	5.00	0.432	11.56	11.76		0.90	0.94
162-982A	162-982A-1H-3,82.5-84.5	3.825	3.825	3.825	193.0	5.00	0.455	12.24	12.45		1.50	1.55
162-982A	162-982A-1H-3,90-92	3.900	3.900	3.900	196.2	5.00	0.457	12.29	12.52		1.81	1.85
162-982A	162-982A-1H-3,97.5-99.5	3.975	3.975	3.975	198.8	5.00	0.519	14.12	14.39		3.62	3.67
162-982A	162-982A-1H-3,105-107	4.050	4.050	4.050	201.3	5.00	0.508	13.79	14.06		3.32	3.36
162-982A	162-982A-1H-3,112.5-114.5	4.125	4.125	4.125	203.9	5.00	0.502	13.62	13.88		3.02	3.06
162-982A	162-982A-1H-3,120-122	4.200	4.200	4.200	206.4	5.00	0.536	14.62	14.91		4.23	4.27
162-982A	162-982A-1H-3,127.5-129.5	4.275	4.275	4.275	209.0	5.00	0.548	14.97	15.27		4.53	4.58
162-982A	162-982A-1H-3,135-137	4.350	4.350	4.350	211.9	5.00	0.496	13.44	13.70		3.02	3.06
